"TIME","GEO","GEO_LABEL","UNIT","S_ADJ","INDIC","Value"
"2017M03","IE","Ireland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","5.9"
"2017M03","IE","Ireland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","6.6"
"2017M03","IE","Ireland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","5.0"
"2017M03","EL","Greece","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","22.1"
"2017M03","EL","Greece","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","18.5"
"2017M03","EL","Greece","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","26.5"
"2017M03","EL","Greece","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","45.5"
"2017M03","EL","Greece","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","40.8"
"2017M03","EL","Greece","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","50.6"
"2017M03","EL","Greece","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","20.7"
"2017M03","EL","Greece","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","17.3"
"2017M03","EL","Greece","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","25.0"
"2017M03","ES","Spain","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","18.0"
"2017M03","ES","Spain","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","16.5"
"2017M03","ES","Spain","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","19.8"
"2017M03","ES","Spain","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","40.3"
"2017M03","ES","Spain","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","41.2"
"2017M03","ES","Spain","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","39.3"
"2017M03","ES","Spain","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","16.5"
"2017M03","ES","Spain","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","14.7"
"2017M03","ES","Spain","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","18.5"
"2017M03","FR","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","9.6"
"2017M03","FR","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","9.4"
"2017M03","FR","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","9.7"
"2017M03","FR","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","23.1"
"2017M03","FR","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","23.8"
"2017M03","FR","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","22.3"
"2017M03","FR","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","8.2"
"2017M03","FR","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","7.9"
"2017M03","FR","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","8.5"
"2017M03","HR","Croatia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","11.6"
"2017M03","HR","Croatia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","10.5"
"2017M03","HR","Croatia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","12.9"
"2017M03","HR","Croatia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","28.5"
"2017M03","HR","Croatia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","28.9"
"2017M03","HR","Croatia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","28.0"
"2017M03","HR","Croatia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","9.9"
"2017M03","HR","Croatia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","8.5"
"2017M03","HR","Croatia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","11.5"
"2017M03","IT","Italy","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","11.5"
"2017M03","IT","Italy","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","10.7"
"2017M03","IT","Italy","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","12.7"
"2017M03","IT","Italy","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","34.7"
"2017M03","IT","Italy","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","33.9"
"2017M03","IT","Italy","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","37.8"
"2017M03","IT","Italy","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","10.1"
"2017M03","IT","Italy","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","9.2"
"2017M03","IT","Italy","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","11.3"
"2017M03","CY","Cyprus","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","12.1"
"2017M03","CY","Cyprus","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","11.8"
"2017M03","CY","Cyprus","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","12.4"
"2017M03","CY","Cyprus","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","26.5"
"2017M03","CY","Cyprus","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","25.7"
"2017M03","CY","Cyprus","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","27.2"
"2017M03","CY","Cyprus","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","10.8"
"2017M03","CY","Cyprus","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","10.7"
"2017M03","CY","Cyprus","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","11.0"
"2017M03","LV","Latvia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","8.7"
"2017M03","LV","Latvia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","9.9"
"2017M03","LV","Latvia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","7.6"
"2017M03","LV","Latvia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","17.1"
"2017M03","LV","Latvia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","17.4"
"2017M03","LV","Latvia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","16.6"
"2017M03","LV","Latvia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","8.1"
"2017M03","LV","Latvia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","9.2"
"2017M03","LV","Latvia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","6.9"
"2017M03","LT","Lithuania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","8.1"
"2017M03","LT","Lithuania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","10.1"
"2017M03","LT","Lithuania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","6.2"
"2017M03","LT","Lithuania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","14.5"
"2017M03","LT","Lithuania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","14.8"
"2017M03","LT","Lithuania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","14.0"
"2017M03","LT","Lithuania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","7.6"
"2017M03","LT","Lithuania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","9.6"
"2017M03","LT","Lithuania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","5.7"
"2017M03","LU","Luxembourg","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","6.0"
"2017M03","LU","Luxembourg","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","6.2"
"2017M03","LU","Luxembourg","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","5.9"
"2017M03","LU","Luxembourg","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","18.1"
"2017M03","LU","Luxembourg","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","21.4"
"2017M03","LU","Luxembourg","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","14.3"
"2017M03","LU","Luxembourg","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","5.1"
"2017M03","LU","Luxembourg","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","5.0"
"2017M03","LU","Luxembourg","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","5.2"
"2017M03","HU","Hungary","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","4.4"
"2017M03","HU","Hungary","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","4.1"
"2017M03","HU","Hungary","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","4.7"
"2017M03","HU","Hungary","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","10.6"
"2017M03","HU","Hungary","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","10.3"
"2017M03","HU","Hungary","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","11.0"
"2017M03","HU","Hungary","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","3.9"
"2017M03","HU","Hungary","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","3.6"
"2017M03","HU","Hungary","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","4.2"
"2017M03","MT","Malta","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","4.2"
"2017M03","MT","Malta","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","4.1"
"2017M03","MT","Malta","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","4.3"
"2017M03","MT","Malta","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","10.9"
"2017M03","MT","Malta","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","12.0"
"2017M03","MT","Malta","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","9.7"
"2017M03","MT","Malta","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","3.2"
"2017M03","MT","Malta","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","3.1"
"2017M03","MT","Malta","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","3.3"
"2017M03","NL","Netherlands","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","5.1"
"2017M03","NL","Netherlands","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","4.8"
"2017M03","NL","Netherlands","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","5.5"
"2017M03","NL","Netherlands","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","9.6"
"2017M03","NL","Netherlands","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","9.4"
"2017M03","NL","Netherlands","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","9.7"
"2017M03","NL","Netherlands","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","4.3"
"2017M03","NL","Netherlands","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","4.0"
"2017M03","NL","Netherlands","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","4.7"
"2017M03","AT","Austria","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","5.7"
"2017M03","AT","Austria","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","6.3"
"2017M03","AT","Austria","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","5.1"
"2017M03","AT","Austria","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","10.6"
"2017M03","AT","Austria","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","12.0"
"2017M03","AT","Austria","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","9.0"
"2017M03","AT","Austria","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","5.1"
"2017M03","AT","Austria","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","5.5"
"2017M03","AT","Austria","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","4.6"
"2017M03","PL","Poland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","5.1"
"2017M03","PL","Poland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","5.1"
"2017M03","PL","Poland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","5.1"
"2017M03","PL","Poland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","14.9"
"2017M03","PL","Poland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","14.8"
"2017M03","PL","Poland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","15.0"
"2017M03","PL","Poland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","4.3"
"2017M03","PL","Poland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","4.2"
"2017M03","PL","Poland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","4.4"
"2017M03","PT","Portugal","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","9.7"
"2017M03","PT","Portugal","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","9.5"
"2017M03","PT","Portugal","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","10.0"
"2017M03","PT","Portugal","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","22.9"
"2017M03","PT","Portugal","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","21.3"
"2017M03","PT","Portugal","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","24.7"
"2017M03","PT","Portugal","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","8.7"
"2017M03","PT","Portugal","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","8.5"
"2017M03","PT","Portugal","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","9.0"
"2017M03","RO","Romania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","5.3"
"2017M03","RO","Romania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","5.9"
"2017M03","RO","Romania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","4.5"
"2017M03","RO","Romania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","19.9"
"2017M03","RO","Romania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","19.7"
"2017M03","RO","Romania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","20.3"
"2017M03","RO","Romania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","4.2"
"2017M03","RO","Romania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","4.9"
"2017M03","RO","Romania","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","3.4"
"2017M03","SI","Slovenia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","6.9"
"2017M03","SI","Slovenia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","6.3"
"2017M03","SI","Slovenia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","7.7"
"2017M03","SI","Slovenia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","10.6"
"2017M03","SI","Slovenia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","11.1"
"2017M03","SI","Slovenia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","9.9"
"2017M03","SI","Slovenia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.7"
"2017M03","SI","Slovenia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","5.9"
"2017M03","SI","Slovenia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","7.5"
"2017M03","SK","Slovakia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","8.5"
"2017M03","SK","Slovakia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","8.3"
"2017M03","SK","Slovakia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","8.7"
"2017M03","SK","Slovakia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","18.9"
"2017M03","SK","Slovakia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","17.9"
"2017M03","SK","Slovakia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","20.5"
"2017M03","SK","Slovakia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","7.6"
"2017M03","SK","Slovakia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","7.4"
"2017M03","SK","Slovakia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","7.9"
"2017M03","FI","Finland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","8.8"
"2017M03","FI","Finland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","9.1"
"2017M03","FI","Finland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","8.5"
"2017M03","FI","Finland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","20.4"
"2017M03","FI","Finland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","21.3"
"2017M03","FI","Finland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","19.6"
"2017M03","FI","Finland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","7.2"
"2017M03","FI","Finland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","7.5"
"2017M03","FI","Finland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","6.9"
"2017M03","SE","Sweden","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","6.4"
"2017M03","SE","Sweden","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","6.6"
"2017M03","SE","Sweden","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","6.1"
"2017M03","SE","Sweden","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","17.3"
"2017M03","SE","Sweden","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","18.2"
"2017M03","SE","Sweden","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","16.4"
"2017M03","SE","Sweden","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","5.0"
"2017M03","SE","Sweden","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","5.1"
"2017M03","SE","Sweden","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","4.8"
"2017M03","UK","United Kingdom","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","4.5"
"2017M03","UK","United Kingdom","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","4.7"
"2017M03","UK","United Kingdom","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","4.3"
"2017M03","UK","United Kingdom","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","12.2"
"2017M03","UK","United Kingdom","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","13.8"
"2017M03","UK","United Kingdom","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","10.6"
"2017M03","UK","United Kingdom","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","3.3"
"2017M03","UK","United Kingdom","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","3.3"
"2017M03","UK","United Kingdom","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","3.3"
"2017M03","IS","Iceland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","2.8"
"2017M03","IS","Iceland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","3.0"
"2017M03","IS","Iceland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","2.5"
"2017M03","IS","Iceland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","6.9"
"2017M03","IS","Iceland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","7.8"
"2017M03","IS","Iceland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","5.9"
"2017M03","IS","Iceland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","1.9"
"2017M03","IS","Iceland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","2.0"
"2017M03","IS","Iceland","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","1.8"
"2017M03","NO","Norway","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","4.5"
"2017M03","NO","Norway","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","4.8"
